TIER,REGIÃO,RESULTADO,DATA,SEM,Nome de Familia,Kill,Death,STREAK,DMG APP,DMG REC,CC,SELF HEAL,ALLY HEAL,PINO DMG,CNON ACC,CNON DEST,CNON DIST,TRAPS,DAED TIME,SURV TIME
,,,28/05/2026,Qui,CBUM,6,6,3,"119,300","159,500",19,"94,641","11,000","1,600,000",0,0,0,0,00:02,00:31:02
,,,28/05/2026,Qui,Vitiin,29,8,6,"386,700","151,600",42,"66,302","11,153","675,200",0,0,0,0,00:02,00:31:07
,,,28/05/2026,Qui,Slow,12,7,2,"247,200","281,700",50,"207,600","19,534","5,400,000",0,0,0,0,00:03,00:30:52
,,,28/05/2026,Qui,Potterzinho,12,7,2,"274,600","222,400",33,"142,900","13,936","2,800,000",0,0,0,0,00:02,00:31:36
,,,28/05/2026,Qui,ExtincT,5,7,1,"211,000","204,400",13,"125,300","11,561","4,800,000",0,0,0,0,00:03,00:30:30
,,,28/05/2026,Qui,Voltroon,4,7,1,"157,200","148,500",17,"67,133","8,477","2,600,000",0,0,0,0,00:02,00:31:52
,,,28/05/2026,Qui,PAULAOl,31,4,5,"634,600","187,300",66,"140,300","86,156","11,100,000",0,0,0,0,00:01,00:32:23
T2,Ulukita,PARTICIPAÇÃO,29/05/2026,Sex,KingDark,34,25,3,"970,000","1,100,000",96,"883,300","173,800","15,500,000",0,0,0,0,00:10:48,00:45:41
,,,29/05/2026,Sex,Abeguar,24,32,3,"549,000","804,800",35,"443,800","62,153","3,500,000",0,0,0,0,00:14:27,00:42:02
,,,29/05/2026,Sex,LinnWatts,8,23,1,"327,800","519,100",137,"267,900","28,237","3,400,000",379,2,181,0,00:11:15,00:45:14
,,,29/05/2026,Sex,BololoHAHAHAHA,36,23,4,"1,000,000","1,000,000",62,"772,000","76,927","5,800,000",0,0,0,0,00:12:02,00:44:27
,,,29/05/2026,Sex,GDzinn,31,23,3,"762,800","1,000,000",72,"788,600","82,906","3,500,000",0,0,0,0,00:09:59,00:46:30
,,,29/05/2026,Sex,Likimo,70,23,4,"1,500,000","781,400",158,"511,300","45,974","12,200,000",0,0,0,0,00:12:13,00:44:16
,,,29/05/2026,Sex,Japah,8,30,2,"400,600","788,500",36,"448,400","53,698","2,800,000",0,0,0,1,00:18:40,00:37:49
,,,29/05/2026,Sex,Azly,37,32,5,"1,000,000","823,100",100,"459,900","44,228","8,200,000",0,0,0,0,00:15:47,00:40:42
,,,29/05/2026,Sex,GhostFarmer,20,28,4,"794,100","994,300",95,"689,000","80,665","3,300,000",0,0,0,1,00:11:52,00:44:37
,,,29/05/2026,Sex,XxGILxX,14,36,2,"278,000","854,900",41,"430,100","339,100","4,000,000",0,0,0,0,00:12:20,00:40:09
,,,29/05/2026,Sex,Maby,0,21,0,"20,655","634,900",9,"383,800","954,200",624,0,0,0,0,00:09:49,00:46:40
,,,29/05/2026,Sex,Anthropos,21,21,4,"748,500","604,600",122,"364,700","41,771","313,300",0,0,0,0,00:10:37,00:45:52
,,,29/05/2026,Sex,CorvoNegroo,28,18,2,"857,000","857,100",122,"639,200","179,500","1,700,000",0,0,0,0,00:07:34,00:48:55
,,,29/05/2026,Sex,OPeres,8,25,1,"319,000","640,400",51,"352,000","47,347","859,500",0,0,0,0,00:24:59,00:31:30
,,,29/05/2026,Sex,Sixs,6,15,1,"400,400","370,900",35,"196,700","20,068","3,300,000",0,0,0,0,00:26:04,00:30:25
,,,29/05/2026,Sex,Goushin,17,18,3,"614,900","625,500",59,"428,500","84,574","5,200,000",0,0,0,0,00:08:51,00:47:38
,,,29/05/2026,Sex,ViTaoX,10,39,2,"525,700","981,900",111,"533,600","67,225","4,200,000",0,0,0,0,00:18:14,00:38:15
,,,29/05/2026,Sex,Tdz1,30,26,3,"1,100,000","989,700",97,"700,100","77,893","7,100,000",0,0,0,0,00:11:32,00:44:57
,,,29/05/2026,Sex,Jdiew,49,13,3,"1,100,000","773,800",142,"620,700","54,287",0,0,0,0,0,00:05:33,00:50:56
,,,29/05/2026,Sex,Honsberg,8,30,3,"160,900","688,900",67,"337,000","407,700","161,800",0,0,0,0,00:15:16,00:41:13
,,,29/05/2026,Sex,BloodAxe,24,30,2,"648,700","972,400",112,"623,700","65,432","3,000,000",0,0,0,0,00:12:58,00:43:31
,,,29/05/2026,Sex,KIDISGRAMA,1,35,1,"27,299","866,600",1,"432,800","1,200,000","247,100",0,0,0,1,00:17:21,00:39:08
,,,29/05/2026,Sex,MoicaSlip,18,25,3,"506,500","832,700",50,"545,300","51,120","7,800,000",0,0,0,0,00:12:06,00:44:23
,,,29/05/2026,Sex,Germinix,4,28,1,"41,397","760,100",21,"426,100","839,100","58,748",0,0,0,0,00:14:35,00:41:54
,,,29/05/2026,Sex,Denzell,17,27,2,"670,500","846,200",103,"534,000","92,191","1,800,000",0,0,0,0,00:12:03,00:44:26
,,,29/05/2026,Sex,Illumi,14,27,2,"740,400","970,300",127,"666,700","93,128","3,000,000",0,0,0,0,00:11:19,00:45:10
,,,29/05/2026,Sex,Beatersx,5,27,1,"291,700","708,900",54,"390,900","45,286","298,600",0,0,0,0,00:12:57,00:43:32
,,,29/05/2026,Sex,Kolicheva,4,27,1,"141,200","81,400",11,"485,100","1,100,000","1,396",0,0,0,0,00:11:55,00:44:34
,,,29/05/2026,Sex,Murico,1,10,1,"186,100","241,500",74,"123,100","11,644",0,0,0,0,0,00:04:06,00:52:23
T2,Calpheon,VITÓRIA,31/05/2026,Dom,Slow,10,13,2,"283,400","341,300",51,"202,500","24,348",0,0,0,0,0,00:05,00:28:27
,,,31/05/2026,Dom,CorvoNegroo,22,12,3,"539,800","455,000",75,"316,500","155,400","2,500,000",0,0,0,0,00:04,00:29:14
,,,31/05/2026,Dom,Abeguar,12,22,3,"342,400","536,600",17,"284,600","46,449","5,400,000",0,0,0,0,00:10,00:23
,,,31/05/2026,Dom,Denzell,4,12,1,"232,400","330,500",29,"191,100","18,522","3,500,000",0,0,0,0,00:05,00:28:41
,,,31/05/2026,Dom,LinnWatts,13,13,3,"511,100","315,700",52,"174,100","19,164","11,800,000",0,0,0,3,00:06,00:27:24
,,,31/05/2026,Dom,Tripaloska,19,13,3,"518,300","511,600",44,"349,100","169,200","6,300,000",0,0,0,2,00:06,00:27:37
,,,31/05/2026,Dom,MoicaSlip,0,14,0,"214,100","403,390",15,"243,400","75,759","4,400,000",0,0,0,3,00:09,00:24:21
,,,31/05/2026,Dom,ROXXON,7,11,1,"355,500","320,400",37,"197,700","19,453","7,900,000",0,0,0,2,00:06,00:27:41
,,,31/05/2026,Dom,TiuPita,17,10,4,"402,500","397,700",42,"286,200","29,789","1,200,000",0,0,0,0,00:03,00:30:53
,,,31/05/2026,Dom,Goushin,14,8,2,"370,400","391,500",34,"301,100","82,315","6,000,000",0,0,0,1,00:05,00:28:38
,,,31/05/2026,Dom,Hitokiri,2,11,1,"147,500","329,300",4,"192,200","116,900","1,100,000",0,0,0,0,00:04,00:29:31
,,,31/05/2026,Dom,Anthropos,11,9,3,"277,300","260,300",52,"160,800","21,682","1,000,000",0,0,0,0,00:03,00:30:11
,,,31/05/2026,Dom,Likimo,29,9,5,"877,000","413,500",87,"311,600","42,309","18,100,000",0,0,0,0,00:04,00:29
,,,31/05/2026,Dom,Infa,6,7,2,"232,800","181,700",33,"103,400","14,239","1,500,000",0,0,0,0,00:19,00:14:34
,,,31/05/2026,Dom,Kosh,7,14,1,"289,900","406,700",52,"246,800","32,078","1,700,000",0,0,0,0,00:05,00:28:18
,,,31/05/2026,Dom,Largo_Moto,2,16,1,"206,300","359,500",18,"181,500","31,567","1,300,000",0,0,0,3,00:07,00:26:37
,,,31/05/2026,Dom,Hogma,0,19,0,"2,712","354,500",10,"125,000","589,400","4,675",0,0,0,0,00:10,00:23
,,,31/05/2026,Dom,Xterminator,6,19,2,"388,200","523,900",59,"316,300","45,327","3,800,000",0,0,0,0,00:07,00:26:42
,,,31/05/2026,Dom,ViTaoX,13,20,3,"375,200","555,400",41,"330,700","44,010","5,000,000",0,0,0,1,00:09,00:25:01
,,,31/05/2026,Dom,OPeres,7,21,2,"325,500","432,700",40,"199,000","33,175","486,200",0,0,0,0,00:12,00:21
,,,31/05/2026,Dom,Japah,13,15,2,"311,000","463,800",19,"280,100","38,839","4,400,000",0,0,0,1,00:08,00:25:58
,,,31/05/2026,Dom,GhostFarmer,12,19,2,"484,900","543,200",58,"328,500","55,142","4,300,000",0,0,0,0,00:12,00:24:53
,,,31/05/2026,Dom,Azly,14,17,2,"431,500","396,300",40,"199,700","33,362","7,700,000",0,0,0,0,00:08,00:25:16
,,,31/05/2026,Dom,KingDark,24,16,3,"485,000","554,500",39,"366,100","172,400","11,800,000",0,0,0,0,00:06,00:27:11
,,,31/05/2026,Dom,BloodAxe,13,17,2,"356,900","469,000",55,"275,400","38,691","3,900,000",0,0,0,2,00:08,00:25:48
,,,31/05/2026,Dom,Hauks,1,17,1,"46,558","405,800",41,"193,900","442,800","577,800",0,0,0,1,00:10,00:23
,,,31/05/2026,Dom,DEC,11,17,2,"308,200","362,700",20,"170,100","22,905","6,600,000",0,0,0,0,00:07,00:26:49
,,,31/05/2026,Dom,Mayke,4,1,1,"164,600","16,680",83,"5,471","2,061","207,200",0,0,0,0,00:00,00:33:31
T2,Ulukita,PARTICIPAÇÃO,01/06/2026,Seg,GhostFarmer,13,35,2,"683,700","949,400",81,"555,700","87,472","7,400,000",0,0,0,1,00:19,00:40:18
,,,01/06/2026,Seg,Jdiew,38,20,4,"1,100,000","769,500",146,"538,900","56,114","643,800",0,0,0,0,00:09,00:50:22
,,,01/06/2026,Seg,KingDark,21,30,2,"830,500","1,100,000",89,"776,500","323,500","29,100,000",0,0,0,0,00:13,00:45:49
,,,01/06/2026,Seg,Likimo,51,27,4,"1,400,000","815,000",146,"493,200","68,905","22,700,000",0,0,0,0,00:13,00:45:49
,,,01/06/2026,Seg,ViTaoX,22,37,2,"677,100","1,000,000",103,"577,200","79,407","9,100,000",0,0,0,0,00:18,00:41:23
,,,01/06/2026,Seg,ROXXON,23,20,2,"585,800","539,900",69,"305,600","37,520","10,100,000",0,0,0,0,00:11,00:48:20
,,,01/06/2026,Seg,Anthropos,13,21,2,"646,800","635,500",111,"391,900","44,573","1,000,000",0,0,0,0,00:10,00:49:14
,,,01/06/2026,Seg,Japah,8,24,2,"287,300","548,300",46,"277,300","43,419","3,200,000",51,0,143,3,00:12,00:46:47
,,,01/06/2026,Seg,PAULAOl,52,23,5,"1,600,000","887,900",142,"625,000","129,600","16,200,000",0,0,0,0,00:10,00:48:53
,,,01/06/2026,Seg,Germinix,0,20,0,"15,791","599,800",9,"347,900","1,000,000","178,300",0,0,0,0,00:14,00:45:18
,,,01/06/2026,Seg,CorvoNegroo,29,17,4,"1,000,000","817,000",148,"604,800","186,000","3,100,000",0,0,0,0,00:07,00:51:56
,,,01/06/2026,Seg,Azly,0,25,0,"36,760","471,900",0,"183,300","34,957","1,900,000",0,0,0,0,00:35:33,00:24:08
,,,01/06/2026,Seg,Mayke,1,4,1,"97,492","95,341",41,"47,004","5,550","995,000",0,0,0,0,00:02,00:57:36
,,,01/06/2026,Seg,OPeres,16,17,3,"476,900","580,000",39,"377,200","50,335","2,200,000",0,0,0,0,00:16,00:43:17
,,,01/06/2026,Seg,Tdz1,22,25,3,"907,400","834,900",80,"545,800","73,726","6,900,000",0,0,0,0,00:11,00:48:23
,,,01/06/2026,Seg,Illumi,18,26,3,"666,300","880,300",124,"577,300","87,996","5,900,000",0,0,0,0,00:14,00:45:12
,,,01/06/2026,Seg,DEC,28,26,3,"725,400","862,200",67,"554,800","66,215","18,600,000",0,0,0,0,00:11,00:48:06
,,,01/06/2026,Seg,Brecador,6,35,1,"294,400","807,500",39,"405,700","67,443","3,900,000",0,0,0,3,00:16,00:42:58
,,,01/06/2026,Seg,LinnWatts,9,36,2,"431,100","637,100",102,"247,300","39,837","5,100,000",88,0,167,0,00:20,00:39:36
,,,01/06/2026,Seg,BloodAxe,22,37,4,"520,500","917,400",89,"503,400","92,492","9,700,000",0,0,0,1,00:16,00:42:52
,,,01/06/2026,Seg,Abeguar,23,1,3,"1,000,000","29,371","1,172","17,503","4,187","7,725",0,0,0,0,00:00,00:59:14
,,,01/06/2026,Seg,Hauks,0,32,0,"69,076","718,700",44,"325,500","1,200,000","894,500",0,0,0,0,00:14,00:45:25
,,,01/06/2026,Seg,ZRyotta,15,28,2,"493,800","802,800",28,"479,400","55,683","6,600,000",0,0,0,0,00:13,00:46:40
,,,01/06/2026,Seg,Tripaloska,18,30,3,"783,700","988,300",91,"617,400","218,800","7,700,000",0,0,0,0,00:14,00:45:15
,,,01/06/2026,Seg,Slow,15,26,2,"492,600","663,600",69,"371,800","44,803","1,100,000",0,0,0,0,00:12,00:46:43
,,,01/06/2026,Seg,Kosh,31,28,3,"1,100,000","923,000",190,"597,000","58,914","682,100",0,0,0,0,00:12,00:47:06
T2,Calpheon,PARTICIPAÇÃO,02/06/2026,Ter,KingDark,33,18,5,"782,200","919,900",61,"706,900","154,500","11,500,000",0,0,0,0,00:07,00:49:04
,,,02/06/2026,Ter,Voltroon,30,24,4,"565,200","650,400",57,"369,000","51,142","5,300,000",0,0,0,0,00:10,00:45:47
,,,02/06/2026,Ter,GhostFarmer,27,23,3,"589,300","838,000",78,"564,100","66,039","4,600,000",0,0,0,1,00:11,00:45:07
,,,02/06/2026,Ter,OxiTo,20,19,3,"435,400","638,800",73,"417,600","59,258","1,700,000",0,0,0,0,00:09,00:47:19
,,,02/06/2026,Ter,ZRyotta,27,22,2,"581,100","697,900",44,"442,200","280,000","2,400,000",0,0,0,0,00:09,00:46:30
,,,02/06/2026,Ter,Tripaloska,34,19,4,"1,100,000","917,800",161,"690,400","131,800","2,400,000",0,0,0,0,00:08,00:48:16
,,,02/06/2026,Ter,LinnWatts,25,21,5,"639,300","486,000",117,"265,400","35,753","7,000,000",174,2,260,0,00:11,00:44:42
,,,02/06/2026,Ter,GDzinn,13,19,6,"337,500","626,700",54,"417,000","47,220","1,500,000",0,0,0,0,00:08,00:48:17
,,,02/06/2026,Ter,Azly,17,25,2,"666,700","658,900",81,"367,200","43,855","10,300,000",0,0,0,0,00:19,00:37:13
,,,02/06/2026,Ter,Honsberg,2,30,2,"100,800","704,200",17,"343,400","672,700","78,577",0,0,0,1,00:13,00:42:47
,,,02/06/2026,Ter,Portela,24,16,3,"529,000","630,500",58,"437,100","39,406","13,300,000",0,0,0,2,00:08,00:48:23
,,,02/06/2026,Ter,Infa,70,29,6,"1,800,000","776,900","3,885","454,200","53,704","93,480,000",0,0,0,0,00:13,00:43:22
,,,02/06/2026,Ter,Largo_Moto,24,27,3,"495,600","727,000",42,"423,900","55,800","1,700,000",0,0,0,0,00:12,00:44:09
,,,02/06/2026,Ter,BololoHAHAHAHA,29,19,4,"944,000","891,800",82,"674,500","68,594","6,900,000",0,0,0,0,00:08,00:47:43
,,,02/06/2026,Ter,Japah,3,18,1,"73,072","442,400",8,"223,300","93,915","208,000",0,0,0,6,00:14,00:42:20
,,,02/06/2026,Ter,Goushin,28,18,3,"577,300","681,900",46,"470,100","170,100","4,400,000",0,0,0,0,00:09,00:46:55
,,,02/06/2026,Ter,TiuPita,38,19,5,"781,500","789,300",90,"559,100","55,131","2,900,000",0,0,0,0,00:08,00:48:18
,,,02/06/2026,Ter,ViTaoX,19,37,3,"509,400","847,900",106,"434,300","56,536","3,100,000",0,0,0,0,00:18,00:38:16
,,,02/06/2026,Ter,Maby,0,19,0,"4,713","516,600",3,"286,700","968,100","1,252",0,0,0,0,00:10,00:46:11
,,,02/06/2026,Ter,Anthropos,14,24,2,"729,500","657,200",146,"389,500","50,697","742,900",0,0,0,0,00:11,00:45:01
,,,02/06/2026,Ter,CorvoNegroo,43,19,4,"999,300","806,600",121,"577,700","178,800","359,500",0,0,0,0,00:08,00:48:27
,,,02/06/2026,Ter,DEC,22,23,3,"728,100","773,500",69,"507,100","52,115","19,900,000",0,0,0,0,00:10,00:45:46
,,,02/06/2026,Ter,Tdz1,36,22,3,"965,400","899,200",94,"653,500","73,310","4,000,000",0,0,0,0,00:09,00:47:13
,,,02/06/2026,Ter,Illumi,27,23,2,"717,600","810,800",123,"555,500","67,336","1,900,000",0,0,0,0,00:10,00:46:07
,,,02/06/2026,Ter,Mayke,1,6,1,"162,900","136,200",74,"63,259","8,492",0,0,0,0,0,00:01,00:54:43
T2,Ulukita,PARTICIPAÇÃO,03/06/2026,Qua,Likimo,33,14,2,"1,000,000","529,900",113,"369,900","41,765","15,400,000",0,0,0,0,00:06,00:43:08
,,,03/06/2026,Qua,GDzinn,18,12,3,"552,000","838,400",49,"674,000","75,300","6,500,000",0,0,0,1,00:05,00:44:29
,,,03/06/2026,Qua,Hauks,1,25,1,"37,469","615,000",18,"299,500","1,000,000","1,400,000",0,0,0,1,00:14,00:35:51
,,,03/06/2026,Qua,Arquitorto,4,13,2,"315,800","581,000",25,"414,300","55,314","5,200,000",0,0,0,2,00:06,00:43:48
,,,03/06/2026,Qua,Illumi,10,14,1,"447,200","660,300",81,"502,400","70,674","8,200,000",0,0,0,0,00:06,00:43:17
,,,03/06/2026,Qua,Tripaloska,26,15,3,"686,500","842,200",90,"638,000","192,700","12,600,000",0,0,0,0,00:06,00:43:38
,,,03/06/2026,Qua,Goushin,10,13,1,"364,600","518,000",38,"367,600","99,432","8,900,000",0,0,0,0,00:08,00:42:00
,,,03/06/2026,Qua,TiuPita,20,11,3,"500,400","593,000",47,"446,900","48,754","3,800,000",0,0,0,0,00:05,00:44:46
,,,03/06/2026,Qua,CorvoNegroo,28,11,3,"886,600","710,200",110,"565,300","230,700","3,700,000",0,0,0,0,00:05,00:44:48
,,,03/06/2026,Qua,Japah,6,11,2,"207,200","505,400",22,"369,200","36,318","1,200,000",0,0,0,5,00:07,00:42:22
,,,03/06/2026,Qua,ZRyotta,12,11,2,"379,900","446,400",34,"313,200","132,300","5,900,000",0,0,0,0,00:05,00:45:02
,,,03/06/2026,Qua,GhostFarmer,13,15,3,"487,200","645,200",60,"455,500","60,961","6,800,000",0,0,0,2,00:10,00:39:23
,,,03/06/2026,Qua,Kolicheva,8,16,2,"106,400","582,700",11,"381,600","1,500,000","162,300",0,0,0,3,00:06,00:43:10
,,,03/06/2026,Qua,Denzell,15,21,2,"544,300","672,900",94,"429,500","86,032","4,600,000",0,0,0,0,00:09,00:40:09
,,,03/06/2026,Qua,KIDISGRAMA,1,21,1,"14,119","571,800",3,"305,500","1,400,000","1,000,000",0,0,0,2,00:09,00:40:04
,,,03/06/2026,Qua,Urahara,6,23,1,"229,100","607,100",12,"333,600","41,753","4,500,000",0,0,0,1,00:10,00:39:17
,,,03/06/2026,Qua,Anthropos,17,16,2,"335,000","488,000",45,"298,200","40,538","1,300,000",0,0,0,0,00:08,00:41:46
,,,03/06/2026,Qua,Azly,2,21,1,"278,500","432,800",52,"196,200","25,441","2,000,000",0,0,0,0,00:18,00:31:36
,,,03/06/2026,Qua,LinnWatts,7,19,2,"302,900","451,900",56,"247,300","26,589","6,300,000",38,0,213,0,00:11,00:38:46
,,,03/06/2026,Qua,ViTaoX,14,20,2,"376,700","760,000",39,"533,100","64,756","4,000,000",0,0,0,0,00:09,00:40:24
,,,03/06/2026,Qua,KingDark,18,17,2,"415,600","797,600",39,"586,200","152,200","13,300,000",0,0,0,0,00:07,00:42:07
,,,03/06/2026,Qua,Tdz1,25,18,2,"577,200","699,800",50,"483,400","58,986","6,400,000",0,0,0,0,00:08,00:41:20
,,,03/06/2026,Qua,Abeguar,6,2,3,"144,300","65,539",69,"40,257","3,547",0,0,0,0,0,00:00,00:49:17
T2,Ulukita,PARTICIPAÇÃO,04/06/2026,Qui,Tdz1,22,23,7,"762,500","813,500",67,"556,100","67,904","3,300,000",0,0,0,0,00:10:26,00:43:38
,,,04/06/2026,Qui,Azly,18,22,3,"429,800","510,200",50,"261,300","30,872","12,200,000",0,0,0,0,00:26:51,00:27:13
,,,04/06/2026,Qui,TiuPita,21,25,3,"682,900","836,700",91,"551,100","65,549","2,100,000",0,0,0,0,00:10:57,00:43:07
,,,04/06/2026,Qui,Infa,52,32,5,"1,500,000","815,500",304,"455,500","60,965","1,400,000",0,0,0,0,00:14:00,00:40:04
,,,04/06/2026,Qui,Germinix,2,20,1,"18,375","613,700",3,"356,000","1,100,000","328,200",0,0,0,0,00:08:43,00:45:21
,,,04/06/2026,Qui,OPeres,13,21,4,"293,900","600,600",29,"363,500","49,546","3,300,000",0,0,0,0,00:18:18,00:35:46
,,,04/06/2026,Qui,KingDark,19,22,2,"612,500","916,200",53,"660,300","269,100","14,300,000",0,0,0,0,00:10:14,00:43:50
,,,04/06/2026,Qui,Anthropos,18,17,4,"491,100","562,000",90,"362,400","39,433","1,800,000",0,0,0,0,00:08:15,00:45:49
,,,04/06/2026,Qui,Likimo,44,15,5,"1,300,000","598,900",138,"424,700","68,750","34,100,000",0,0,0,0,00:07:31,00:46:33
,,,04/06/2026,Qui,Goushin,18,15,3,"611,100","583,200",63,"416,400","99,629","7,800,000",0,0,0,0,00:07:06,00:46:58
,,,04/06/2026,Qui,Japah,9,8,2,"206,400","421,000",38,"324,000","30,507","1,700,000",0,0,0,2,00:04:05,00:49:59
,,,04/06/2026,Qui,Voltroon,27,15,4,"548,400","548,900",54,"400,000","53,349","14,100,000",0,0,0,0,00:06:30,00:47:34
,,,04/06/2026,Qui,GDzinn,18,22,2,"576,400","848,500",69,"589,300","77,603","5,600,000",0,0,0,1,00:09:08,00:44:56
,,,04/06/2026,Qui,Brecador,5,33,1,"271,400","842,200",28,"465,400","86,552","2,700,000",0,0,0,2,00:14:52,00:39:12
,,,04/06/2026,Qui,KIDISGRAMA,0,26,0,"17,996","729,600",4,"389,300","1,300,000","336,700",0,0,0,1,00:13:12,00:40:52
,,,04/06/2026,Qui,GhostFarmer,21,27,3,"599,900","837,800",75,"530,500","70,001","4,500,000",0,0,0,0,00:15:16,00:38:48
,,,04/06/2026,Qui,Abeguar,18,28,3,"393,700","715,800",32,"395,800","56,828","6,500,000",0,0,0,1,00:12:39,00:41:25
,,,04/06/2026,Qui,KaliliM,18,29,3,"428,900","830,900",46,"500,300","66,517","6,600,000",0,0,0,0,00:12:53,00:41:11
,,,04/06/2026,Qui,PAULAOl,90,6,7,"1,600,000","597,800",128,"515,500","150,900","18,600,000",0,0,0,0,00:03:06,00:50:58
,,,04/06/2026,Qui,Largo_Moto,11,27,2,"245,200","686,800",22,"401,700","48,548","3,800,000",0,0,0,0,00:12:35,00:41:29
,,,04/06/2026,Qui,BololoHAHAHAHA,25,26,3,"781,300","890,900",77,"590,100","66,660","10,700,000",0,0,0,0,00:11:36,00:42:28
,,,04/06/2026,Qui,BloodAxe,20,26,3,"584,500","832,500",122,"529,300","73,899","7,700,000",0,0,0,1,00:11:55,00:42:09
,,,04/06/2026,Qui,Honsberg,2,26,1,"59,162","593,100",23,"281,600","547,300","283,800",0,0,0,2,00:11:57,00:42:07
,,,04/06/2026,Qui,ViTaoX,12,26,2,"461,900","925,600",51,"632,800","68,349","5,700,000",0,0,0,0,00:13:16,00:40:48
,,,04/06/2026,Qui,Mayke,2,4,1,"67,974","149,900",18,"103,600","13,331","74,472",0,0,0,0,00:02:19,00:51:45
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
